Abstract_ID,Entities
108,"['Lip structure', 'Oral cavity', 'Malignant neoplasm of pharynx', 'Contribution', 'Cancer Burden', 'Comprehensive', 'Evaluation', 'Burden', 'Policy', 'Cognitive function: planning']"
109,"['Social Determinants of Health', 'Health Services Accessibility', 'Mental association', 'Persistent', 'Poverty', 'Pancreatic Polypeptide', 'Ethnicity', 'Opioids', 'Access', 'Patients', 'Malignant neoplasm of gastrointestinal tract', '1/3 meter (distance vision finding)']"
110,"['Liver Cirrhosis', 'North America', 'Epidemic', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Reproduction', 'Colicin Plasmids', 'Impact food supplement', 'Perinatal period', 'Healthcare Utilization', 'Pregnant Women', 'Non-alcoholic Fatty Liver Disease', 'Liver Cirrhosis']"
111,"['Social Determinants of Health', 'cancer care', 'Health care facility', 'Data', 'Social', 'Factor', 'test health data', 'Liver carcinoma', 'Groups', 'Patients', 'Malignant Neoplasms', 'Treating']"
112,"['Glycemic Control', 'Liver function', 'Mechanism (attribute)', 'Clinical Research', 'Quantitation', 'Effect', 'Dietary Supplementation', 'Outcome Measures']"
113,"['Pancreatic carcinoma', 'CP protocol', 'Fatal', 'Malignant Neoplasms', 'Incidence', 'Mortality Vital Statistics', 'research', 'Investigates', 'trends qualifier', 'Disease Hotspot', 'year', 'Global Burden of Disease', 'Data']"
114,"['Cardiovascular Diseases', 'Cardiovascular Diseases', 'public health medicine (field)', 'risk factors', 'Cardiovascular Diseases', 'Arteriosclerosis', 'Hypertensive disease', 'Diabetes', 'Dyslipidemias', 'Inflammation', 'MET Gene Alteration Positive', 'research', 'Correlation', 'Metabolic', 'Intestinal Microbiome', 'Diet', 'risk factors', 'Intestinal Microbiome', 'Homo sapiens', 'Functional', 'Metabolic Pathway', 'Enzymes', 'Homo sapiens', 'Genome', 'Catabolism', 'Polysaccharides', 'trimethyloxamine', 'Intestinal Microbiome', 'Corticosterone', 'Immunologic Adjuvants', 'Inflammatory', 'choline', 'carnitine', 'Diet, High-Fat', '5-Trimethoxyamphetamine', 'Bacteria', 'Liver', 'Metabolism', 'Changing', '5-Trimethoxyamphetamine', 'trimethyloxamine', 'trimethyloxamine', 'Macrophage Activation', 'Tissue damage', 'Endothelium, Vascular', 'Decreasing', 'Bile Acids', 'Permeability', 'Intestines', 'Extravasation', 'Heart failure', 'Colicin Plasmids', 'Induce (action)', 'Systemic autoinflammation', 'Increasing (qualifier value)', 'Intestines', 'Extravasation', 'High', 'trimethyloxamine', 'Levels (qualifier value)', 'Promotion (action)', 'development aspects', 'Arteries', 'Arteriosclerosis', 'Coronary heart disease', 'Healthy', 'Symbiosis', 'Intestinal Microbiome', 'Host (organism)', 'Diet', 'Intestines', 'Epithelial', 'Mucous Membrane', 'Reduced', 'Inflammation', 'Controlling (action)', 'Blood Pressure']"
115,"['Data', 'Hepatitis A', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Impact food supplement', 'Patients', 'Lower - spatial qualifier', 'Socioeconomic Status', 'altretamine/cisplatin/cyclophosphamide protocol', 'Cell cluster', 'Poverty', 'Area', 'New York City']"
116,"['Statistical Prevalence', 'Glaucoma, Primary Open Angle', 'Relationships', 'Smoking', 'Potential', 'risk factors', 'Glaucoma, Primary Open Angle']"
117,"['Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Hepatitis, Alcoholic', 'acetylene hydratase activity', 'Practice Experience', 'Social', 'Factor', 'Health', 'Evaluation', 'Languages', 'Patients', 'Social Interaction', 'Health Care Systems', 'Characteristics', 'Patients', 'acetylene hydratase activity', 'Evaluation', 'Tumor Necrosis Factor-Beta']"
118,"['Social Determinants of Health', 'Social Determinants of Health', 'Alkalemia', 'Homo sapiens', 'Liver diseases', 'Literature', 'Social Determinants of Health', 'Persons', 'risk factors', 'Social Determinants of Health']"
119,"['Epidemiology', 'Evidence', 'Effect', 'Ambient', 'Air (substance)', 'Pollution', 'Brain', 'Relationships', 'Injury due to exposure to external cause', 'Air (substance)', 'Pollution', 'Incidence', 'Brain Neoplasms']"
120,"['altretamine/cisplatin/cyclophosphamide protocol', 'Primary', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Related to Cancer', 'Cessation of life', 'United States', 'altretamine/cisplatin/cyclophosphamide protocol', 'Large nose', 'Minority Groups', 'Organized', 'Patients', 'Provider', 'Health System', 'Societal Factors', 'Minority Groups', 'narrative review', 'National Center on Minority Health and Health Disparities', 'altretamine/cisplatin/cyclophosphamide protocol', 'care activity', 'Rural-Urban Continuum Code', 'Literature', 'Relationships', 'Vision Disparity', 'Ethnicity', 'Metal-Organic Frameworks', 'Pleckstrin Homology Domains', 'biology (field)', 'Behavior', 'Health Care Systems', 'Interpersonal', 'Community', 'Social Norms', 'Influence', 'research', 'Promotion (action)', 'Health Equity', 'altretamine/cisplatin/cyclophosphamide protocol', 'care activity', 'Clinician', 'Research Personnel', 'Mitigate', 'altretamine/cisplatin/cyclophosphamide protocol', 'care activity', 'altretamine/cisplatin/cyclophosphamide protocol', 'research', 'Patients', 'Practice Experience', 'altretamine/cisplatin/cyclophosphamide protocol', 'care activity', 'Race:Type:Point in time:^Patient:Nominal', 'Ethnicity', 'Health', 'Ethnicity', 'Priorities', 'development aspects', 'Programs - Publication Format', 'Nursing interventions', 'Experience', 'Racial Groups']"
121,"['Clinical Research', 'Investigates', 'Malignant neoplasm of stomach', 'Gas Chromatography', 'Abnormal', 'Body mass index procedure', 'Body mass index procedure', 'Groups', 'systematic', 'Scopus', 'January', 'January', 'Pooled Sample', 'Odds Ratio', 'Confidence Intervals', 'Curie', 'Assessed', 'Scientific Study', 'Participant', 'Systematic Review', 'RR genotype', 'Gas Chromatography', 'Curie']"
122,"['Life Style', 'Changing', 'low', 'Range of Motion, Articular', 'Increased', 'Statistical Prevalence', 'Metabolic Syndrome X', 'ETV3 gene', 'Cardiovascular Diseases', 'Relationships', 'Exercise', 'ETV3 gene', 'Statistical Technique', 'Clinical Research']"
123,"['Policy', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Influence', 'Preceptorship', 'Monitor Device', 'trends qualifier', 'Access', 'Outcome Measures', 'Patients', 'Review [Publication Type]', 'findings aspects', 'Health Equity', 'research', 'year', 'evaluation/testing', 'Health Inequities', 'Stage', 'Tumor Necrosis Factor-Beta', 'Outcome Measures']"
124,"['ovarian neoplasm', 'Malignant Neoplasms', 'Woman', 'Cancer-Related Death', 'Poverty', 'Forecast of outcome', 'Mortality Vital Statistics', 'Absent', 'Signs and Symptoms', 'Late stage', 'Late Diagnosis', 'Survival Rate', 'Patients', 'Diagnosis', 'ovarian neoplasm', 'Assessed', 'Standard of Care', 'Clinical Research', 'Evaluation', 'Survival Rate', 'ovarian neoplasm', 'Patients', 'Asia']"
125,"['Oxidative Stress', 'Contribution', 'Injury of liver', 'Antioxidants', 'Improved', 'Liver function', 'Hepatoprotective Agent', 'Antioxidants', 'Clinical Research', 'Mental association', 'Antioxidants', 'Clinical Enzyme Tests (procedure)', 'Cross-Sectional Studies', 'Cohort Studies', 'ARPP21 gene', 'Data', 'Epidemiologic Studies', 'Persian language', 'Participant', 'Age', 'year', 'Clinical Research', 'geographic population', 'Males', 'Woman', 'Dietary Intake', 'Frequencies (time pattern)', 'Aspartate Transaminase', 'Aspartate Transaminase', 'Alanine Transaminase', 'Alanine Transaminase', 'Glutamyl transferase', 'Gamma-glutamyl transferase', 'Alkaline Phosphatase', 'Alkaline Phosphatase', 'Measured', 'Analyzer, device', 'Investigates', 'Mental association', 'High', 'Finding of liver enzyme levels', 'Intake', 'Antioxidants', 'Study models', 'High', 'Consumption of goods', 'selenium', 'VIT gene', 'Carotene', 'Cryptoxanthins', 'Odds Ratio', 'High', 'Alkaline Phosphatase', 'Decreased', 'Bibliographic Reference', 'Groups', 'ORALIT', 'Research Subject', 'High', 'Consumption of goods', 'selenium', 'Vitamins', 'Carotenoids', 'Carotene', 'Carotene', 'Cryptoxanthins', 'Decreased', 'Odds Ratio', 'High', 'Alkaline Phosphatase', 'findings aspects', 'Hypothesis', 'Vitamins', 'Carotenoids', 'Improvement', 'Alkaline Phosphatase', 'Suppressor Device', 'development aspects', 'Injury of liver']"
126,"['Clinical Research', 'Evaluation', 'Hepatotoxicity', 'buprenorphine', 'Lactating (finding)', 'Rattus norvegicus', 'buprenorphine', 'COMMD3 gene', 'Opioids', 'Safety', 'Effectiveness', 'Analgesics, Opioid', 'Scientific Study', 'Safety', 'COMMD3 gene', 'Maintenance', 'therapeutic aspects', 'addict', 'Patients']"
127,"['Usually Need Help from Another Person for Arising', 'Hepatitis C', 'Hepatitis C', 'Cure (remedy)', 'Persons', 'Homelessness', 'APEH gene', 'Critical', 'Social Determinants of Health', 'Health', 'Housing', 'Mental disorders', 'Alcohol or Other Drugs use']"
128,"['Sentinel node (disorder)', 'SLN gene', 'Biopsy', 'Recommendation', 'Interventional procedure', 'Axilla', 'Clinical', 'Negative Lymph Node', 'Early', 'Malignant neoplasm of breast', 'Diagnosis', 'Clinical Research', 'Genes', 'Prediction', 'Malignant neoplasm of breast', 'Patients', 'Tumor tissue sample', 'Malignant neoplasm of breast', 'Patients', 'Analysis', 'Gene Expression', 'Genes', 'Quantitative (qualifier value)', 'Mammary Gland Parenchyma', 'Patients', 'Partial', 'Simple mastectomy', 'Gene Signature', 'Tumor stage', 'Estrogen Receptors', 'Endoplasmic Reticulum', 'Status', 'findings aspects', 'Negative', 'lymph nodes', 'Neoplasm Metastasis', 'Neoplasm Micrometastasis', 'KRT19 gene', 'Relationships', 'LINC01194 gene', 'Characteristics', 'Signs and Symptoms', 'LINC01194 gene']"
129,"['Indication of (contextual qualifier)', 'Geographic', 'Vision Disparity', 'Mortality Vital Statistics', 'Ultrasonography', 'Investigates', 'Impact food supplement', 'travel', 'Distance', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Programs - Publication Format', 'Social vulnerability', 'age differences', 'Mortality Vital Statistics']"
130,"['Overlap syndrome', 'Oral region', 'Presentation', 'Numerous', 'Liver diseases', 'Characteristics', 'Patients', 'Providing presence (regime/therapy)', 'Autoimmune Chronic Hepatitis', 'Insemination, Artificial, Homologous', 'Protein Domain', 'Primary sclerosing cholangitis', 'Primary sclerosing cholangitis', 'Primary', 'Primary Biliary Cholangitis', 'Primary Biliary Cholangitis', 'Standard of Care', 'Therapeutic immunosuppression', 'ursodiol', 'preference', 'therapeutic aspects', 'Primary Biliary Cholangitis', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Severe (severity modifier)', 'Case (situation)', 'Hispanics', 'High', 'Statistical Prevalence', 'Chronic liver disease', 'Complication', 'Portal Hypertension', 'Probability', 'Tumor Necrosis Factor-Beta', 'with issues', 'Social Determinants of Health', 'Social Determinants of Health', 'Hispanics', 'Transplantation', 'Report (document)', 'Woman', 'Immigrant (person)', 'Latin American', 'Symptoms aspect', 'Worsening pattern', 'Liver diseases', 'year', 'Inappropriate', 'Late Diagnosis', 'BARRIER', 'Health Care Systems', 'Patient History', 'Worsening pattern', 'Previous', 'Symptoms aspect', 'Abdomen distended', 'Diagnosis', 'Insemination, Artificial, Homologous', 'Primary sclerosing cholangitis', 'Syndrome', 'Patients', 'Steroids', 'ursodiol', 'Improvement', 'Migratory (qualifier value)', 'Status', 'Diagnosis', 'Increased', 'Risk', 'Complication', 'Medication Management', 'Probability', 'Transplantation of liver', 'Patients', 'Transplantation of liver', 'Evaluation', 'High', 'End Stage Liver Disease', 'Model for end-stage liver disease score:Score:Pt:^Patient:Qn', 'Score', 'Policy', 'Reduced', 'Vision Disparity', 'Hispanics', 'Patients', 'High', 'Risk', 'Removed', 'Clinical Deterioration', 'Daily', 'Hispanics', 'Highest', 'Percent (qualifier value)', 'Ethnicity', 'Overall Publication Type', 'Tumor Necrosis Factor-Beta', 'Etiology aspects', 'Phenomenon', 'Essential', 'Increasing (qualifier value)', 'Awareness', 'Problem', 'research', 'Tumor Necrosis Factor-Beta', 'Vision Disparity']"
131,"['Colorectal Carcinoma', 'Colorectal Carcinoma', 'France', 'Social', 'Unequal', 'Health', 'Disadvantaged Populations', 'Patients', 'Characterization', 'Reduced', 'Incidence', 'Colorectal Carcinoma', 'Explanation', 'survivin complex', 'Multidimensional', 'Variable (uniformity)', 'Health Care Systems', 'Patients', 'Lower - spatial qualifier', 'Participation', 'Screening for cancer', 'Colorectal Carcinoma', 'Diagnosis', 'Frequently', 'therapeutic aspects', 'Disadvantaged Populations', 'Patients', 'Risk', 'Open approach', 'Severe (severity modifier)', 'Postoperative Period', 'Pharmacotherapy', 'Clinical Research', 'Social Deprivation', 'Within', 'Health care facility', 'Territoriality', 'Individualized', 'France', 'Social Determinants of Health', 'Malignant Neoplasms', 'Registries', 'Social Deprivation', 'Aggregate', 'Measures', 'Social Environment', 'Persons', 'Identification (Psychology)', 'Comprehension', 'Mechanism (attribute)', 'Social Deprivation', 'Programs - Publication Format', 'Practice Experience']"
132,"['Chronic liver disease', 'Hispanic or Latino', 'Highest', 'Non-alcoholic Fatty Liver Disease', 'Liver diseases', 'Persons', 'Asian Americans', 'Black Caribbean', 'Highest', 'Hepatitis C', 'American Indians', 'alaskan', 'Native (qualifier value)', 'Vision Disparity', 'Disease', 'Burden', 'Minority Groups', 'Therapeutic procedure', 'Transplantation of liver', 'Vision Disparity', 'Geography', 'Alcoholic Liver Diseases', 'Health Equity', 'Root Cause Analysis', 'Health Inequities', 'Social', 'Factor', 'Health', 'Health Outcomes', 'Physical Strength', 'Collaboration', 'Patients', 'Community', 'REMS Stakeholder', 'Health Personnel', 'Health Care', 'Institution (social concept)', 'Entity Name Part Qualifier - professional', 'Review [Publication Type]', 'Strategy', 'Potential', 'Improved', 'Quality', 'Promotion (action)', 'Gender Equity', 'Liver']"
133,"['Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'High', 'Prevalent', 'Asian Americans', 'Pacific Islander Americans', 'alpha 1-antitrypsin', 'Heterogenous', 'Subgroup A Nepoviruses', 'Knowledge', 'altretamine/cisplatin/cyclophosphamide protocol', 'Outcome Measures', 'Subgroup A Nepoviruses', 'alpha 1-antitrypsin', 'Medical Surveillance', 'Surveillance, Epidemiology, and End Results (SEER) Program', 'Databases', 'altretamine/cisplatin/cyclophosphamide protocol', 'Patients', 'alpha 1-antitrypsin', 'Ethnicity', 'Data', 'Demography', 'Socioeconomic Status', 'Neoplasms', 'Characteristics', 'therapeutic aspects', 'Continuance of life', 'ROC Curve', 'Performed', 'Asian Americans', 'Ethnicity', 'Secondary Data Analysis', 'Patients', 'Subgroup A Nepoviruses', 'Asian Americans', 'Ethnicity', 'Pacific Islander Americans', 'Groups', 'Age', 'year', 'Asian Americans', 'Income', 'Proportion', 'Rural Area', 'Asian Americans', 'Statistical Significance', 'age differences', 'Tumor size', 'Pretreatment (substance)', 'alpha-Fetoproteins', 'Levels (qualifier value)', 'Operative Surgical Procedures', 'Groups', 'Asian Americans', 'Midline (qualifier value)', 'month', 'month', 'Secondary Data Analysis', 'Subgroup A Nepoviruses', 'Asian Americans', 'Ethnicity', 'age differences', 'Tumor size', 'With staging', 'Continuance of life', 'alpha 1-antitrypsin', 'Neoplasms', 'Characteristics', 'therapeutic aspects', 'Asian Americans', 'High', 'Continuance of life', 'socioeconomic', 'Health Services Accessibility', 'Clinical Research', 'Continuance of life', 'Vision Disparity', 'alpha 1-antitrypsin', 'Ethnicity']"
134,"['Hepatitis B, Chronic', 'Hepatitis B', 'Virus Diseases', 'Early', 'Life', 'Failure (biologic function)', 'Prophylactic treatment', 'Administration occupational activities', 'Liver Cirrhosis', 'Malignant Neoplasms', 'Hepatitis B', 'Persons', 'Africa South of the Sahara', 'Psychophysiology', 'Social', 'Anthropogenic Effects', 'Hepatitis B', 'Influence', 'Coitus', 'Gender', 'Health Inequities', 'Access', 'Timely', 'Sensitive', 'Diagnosis', 'Effectiveness', 'Administration occupational activities', 'Social Interaction', 'Structure', 'Unequal', 'Race:Type:Point in time:^Patient:Nominal', 'Biomedicine', 'Hepatitis B', 'Prophylactic treatment', 'Diagnosis', 'therapeutic aspects', 'Affecting', 'Community', 'Explanation', 'Study models', 'Biomedicine', 'Affecting', 'Persons', 'Community', 'Integrated', 'Biomedicine', 'Practice Experience', 'Social Environment', 'Shapes', 'Personal Attribute', 'Clinical', 'public health medicine (field)', 'Response process', 'Hepatitis B', 'Conscious', 'Effectiveness', 'Response process', 'Hepatitis B', 'Hepatitis B', 'Hepatitis', 'Associated with', 'Mortality Vital Statistics']"
135,"['Vision Disparity', 'Tumor Necrosis Factor-Beta', 'Waiting Lists (patient)', 'Social Determinants of Health', 'Health', 'Colicin Plasmids', 'Automobile Driving', 'Health Inequities', 'Tumor Necrosis Factor-Beta', 'Social Determinants of Health', 'Potential', 'Characterization', 'Drug Design', 'cellular targeting', 'Nursing interventions', 'Promotion (action)', 'Problem', 'Social Determinants of Health', 'Vision Disparity', 'Reporting', 'Nursing interventions', 'Retrospective Studies', 'Process', 'Data Mapping', 'County', 'Tract', 'Censuses', 'Groups', 'Spatial Distribution', 'Potential', 'Vision Disparity', 'Patient referral', 'Community', 'Numerous', 'Pleckstrin Homology Domains', 'Social Determinants of Health', 'Evaluation', 'Genetic Selection', 'Variability', 'Large nose', 'low', 'Patient referral', 'County', 'Highest', 'Liver diseases', 'Mortality Vital Statistics', 'Neighborhood', 'Quintile', 'Quartile', 'Black Populations', 'Persons', 'Expected (qualifier)', 'Demography', 'geographic population', 'Evaluation', 'Tumor Necrosis Factor-Beta', 'Identified', 'Poverty', 'Educational Status', 'Social Determinants of Health', 'Demonstrates', 'Study models', 'Evaluation', 'cellular targeting', 'Nursing interventions', 'Tumor Necrosis Factor-Beta', 'Access']"
136,"['Asthma', 'Chronic disease of respiratory system', 'Persons', 'Clinical Research', 'Statistical Prevalence', 'Asthma', 'East', 'Azerbaijan', 'Investigates', 'Mental association', 'Asthma', 'Exogenous Factors']"
137,"['Acre USA Survey', 'Cessation of life', 'Suicide', 'ethanol', 'Alcoholic Liver Diseases', 'Drug Overdose', 'Veterans', 'Large nose', 'Impacted tooth', 'Limited (extensiveness)', 'research', 'Relationships', 'Community', 'Community', 'Economics', 'Condition', 'Providing presence (regime/therapy)', 'TBATA gene', 'statistical cluster', 'Suicide', 'Alcohol Related Disorders', 'Cessation of life', 'Colorado', 'Veterans', 'Death Rate', 'Colorado', 'geographic population', 'Veterans']"
138,"['Clinical Research', 'Detected (finding)', 'Gene Signature', 'RNA Sequence', 'Data', 'Identification (Psychology)']"
139,"['Social Determinants of Health', 'Access', 'Cancer Death Rate', 'parent deprivation', 'Associated with', 'Mortality Vital Statistics', 'altretamine/cisplatin/cyclophosphamide protocol', 'Cholangiocarcinoma', 'Controlling (action)', 'Persons', 'Social Determinants of Health']"
140,"['Administration occupational activities', 'Invasive infections', 'Substance Use Disorders', 'Parenteral Nutrition', 'Microbicides', 'Treatment outcome', 'Patient Non-Compliance', 'Complete', 'Parenteral Nutrition', 'Microbicides']"
141,"['Evaluation', 'evaluation/testing', 'Relationships', 'Metabolic Syndrome X', 'Alanine Transaminase', 'Alanine Transaminase', 'Aspartate Transaminase', 'Gamma-glutamyl transferase', 'Gamma-glutamyl transferase', 'Alkaline Phosphatase', 'Cohort Studies', 'ARPP21 gene', 'Data', 'ARPP21 gene', 'Epidemiologic Studies', 'Iran', 'Participant', 'BaseLine dental cement', 'Phase', 'ARPP21 gene', 'Questionnaires', 'Metabolic Syndrome X', 'ETV3 gene', 'High', 'Levels (qualifier value)', 'Metabolic Syndrome X', 'Logistic Regression', 'Statistical Prevalence', 'ETV3 gene', 'Participant', 'Aspartate Transaminase', 'Alanine Transaminase', 'Alkaline Phosphatase', 'Gamma-glutamyl transferase', 'Increased', 'Increasing (qualifier value)', 'ETV3 gene', 'Component object', 'Alanine Transaminase', 'Aspartate Transaminase', 'Gamma-glutamyl transferase', 'Alkaline Phosphatase', 'Odds Ratio', 'ETV3 gene', 'ETV3 gene', 'Increased', 'Levels (qualifier value)', 'High', 'Biological Markers', 'ETV3 gene']"
142,"['Patients', 'Surgical Stoma', 'Impaired', 'Acclimatization', 'Self Efficacy', 'Nursing Process', 'nursing therapy', 'Investigates', 'Knowledge acquisition', 'Nursing Process', 'Self-care interventions', 'Knowledge', 'Performance', 'Elderly (population group)', 'Patients', 'Intestinal stoma']"
143,"['Metabolic Syndrome X', 'ETV3 gene', 'Metabolic Diseases', 'Increasing (qualifier value)', 'Statistical Prevalence', 'Extension', 'Life Expectancy', 'Clinical Research', 'Investigates', 'ETV3 gene', 'Statistical Prevalence', 'Factor', 'Azerbaijan', 'geographic population']"
144,"['Listeria monocytogenes', 'Reservoir device', 'foodborne', 'Pathogenic organism', 'Infection', 'Impact food supplement', 'Pregnancy Outcome', 'leucine', 'Listeriosis', 'Groups', 'Woman']"
145,"['HIV', 'Primary immune deficiency disorder', 'Etiology aspects', 'Disease', 'Burden', 'Mortality Vital Statistics', 'Africa South of the Sahara', 'Epidemic', 'Joints', 'United Nations', 'Sustainable Development', 'objective (goal)', 'HIV', 'Burden', 'control act - information', 'Effectiveness', 'Epidemiology', 'Prophylactic treatment', 'Nursing interventions', 'Age', 'Specific qualifier value', 'HIV', 'Statistical Prevalence', 'Estimated', 'Local', 'Publishing', 'Dimensionality', 'ROC Curve', 'HIV', 'Statistical Prevalence', 'Stratified', 'Specific qualifier value', 'Human Age Group', 'Adult', 'Glycation End Products, Advanced', 'year', 'anti-Ro (SSA) measurement']"
146,"['Persian language', 'prednimustine', 'Individualized', 'concept', 'Persons', 'criteria', 'Result', 'Organ', 'Liver brand of Vitamin B 12', 'Standard (qualifier)', 'Diagnosis', 'Physical Examination', 'Methods', 'Physical Examination', 'Data Analysis', 'Elderly (population group)', 'Health', 'Aging', 'Iran', 'Phase', 'Healthy Aging', 'Evaluation', 'Clinical', 'Elderly (population group)']"
147,"['Transplantation of liver', 'Effectiveness', 'Therapeutic procedure', 'Liver Failure, Acute', 'Chronic liver disease', 'Liver Cirrhosis', 'Liver carcinoma', 'Clinical Research', 'Evaluation', 'Survival Rate', 'Transplantation of liver', 'Asia']"
148,"['Hematuria', 'Symptoms aspect', 'Nephrology Speciality', 'Urology', 'Lacking', 'Urinalysis', 'Epidemiology', 'Clinical Research', 'Epidemiology', 'Hematuria', 'Iran']"
149,"['Intrahepatic biliary atresia', 'Data', 'Social Determinants of Health', 'Health', 'Influence', 'therapeutic aspects', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Investigates', 'Mental association', 'Social Determinants of Health', 'Health care facility', 'Community Health Education', 'Economic Stability', 'Surgery specialty']"
150,"['Hepatitis C', 'Hepatitis C', 'Excessive (qualifier value)', 'Alcohol consumption', 'Etiology aspects', 'Liver diseases', 'Antiviral Agents', 'Therapeutic procedure', 'Infection', 'Virologic Response', 'Sustained Virologic Response', 'Data', 'Influence', 'Alcohol consumption', 'Uptake', 'Cure (remedy)']"
151,"['Incidence', 'Cessation of life', 'Extrinsic', 'Poisoning', 'Suicide', 'Alcoholic Liver Diseases', 'Increased', 'Country', 'United States', 'Canada', 'Social', 'geographic population', 'Data', 'Data', 'Canadian', 'public health medicine (field)', 'Mental association', 'Age', 'Marital Status', 'Health', 'Illicit Substance', 'Analgesics, Opioid', 'Prescription procedure', 'Substance', 'Fraction of', 'Hypersensitivity', 'Males', 'year', 'Childbirth', 'Mood Disorders', 'High', 'Persons', 'Multiple substances', 'year', 'Social Determinants of Health', 'Portion of cell substance', 'Illicit Substance', 'Statistical Prevalence', 'Marital Status', 'Opioids', 'Statistical Prevalence', 'Substance', 'Morbidity - disease rate', 'Mortality Vital Statistics', 'findings aspects', 'Social', 'Factor', 'Shapes', 'geographic population', 'Cessation of life', 'Feeling despair']"
152,"['Impact food supplement', 'Social Determinants of Health', 'Health', 'Outcome Measures', 'Patients', 'Resectable Hepatocellular Carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol']"
153,"['Oxidative Stress', 'Thyroid Diseases', 'Clinical Research', 'gallic acid', 'General Anesthesia', 'Gene Expression', 'Antioxidants', 'Thioredoxins', 'ATXN1 gene', 'TXN2 gene', 'Thioredoxins', 'Oxidoreductase', 'TXNRD1 gene', 'Hyperthyroidism', 'Study models', 'Forty Nine', 'Males', 'Rats, Wistar', 'Groups', 'Control Groups', 'Hypothyroidism', 'Hyperthyroidism', 'Groups', 'Induce (action)', 'propylthiouracil', 'Groups', 'Groups', 'Treating', 'General Anesthesia', 'Daily', 'Thyroid Hormones', 'Serum', 'Oxidative Stress', 'Markers (device)', 'Evaluation', 'week', 'Gene Expression', 'TXNRD1 gene', 'Measured', 'Mealtimes', 'Antioxidants', 'Truncus Arteriosus, Persistent', 'malondialdehyde', 'Hypothyroidism', 'Increased', 'Truncus Arteriosus, Persistent', 'Levels (qualifier value)', 'Control Groups', 'Hypothyroidism', 'Treating', 'General Anesthesia', 'Hypothyroidism']"
154,"['Review [Publication Type]', 'Cohort Studies', 'Mental association', 'Chronic disease', 'Severe (severity modifier)', 'COVID19 (disease)', 'Complication']"
155,"['Lacking', 'Consensus', 'Social', 'Factor', 'Cessation of life', 'Increase', 'Mortality Vital Statistics', 'Drug Overdose', 'Alcoholic Liver Diseases', 'Suicide', 'United States', 'Acre USA Survey', 'Clinical Research', 'Science in Literature', 'PIN1 gene', 'Relevance', 'Social Determinants of Health', 'Unequal', 'Mortality Vital Statistics', 'trends qualifier']"
156,"['Comparison', 'Continuance of life', 'Outcome Measures', 'Small', 'Liver carcinoma', 'HCCS gene', 'Ablation', 'Antibodies', 'removal technique', 'SNCG gene', 'Differential quality', 'Transplantation of liver', 'Tricuspid Valve Insufficiency', 'Comparison', 'SNCG gene', 'Antibodies']"
157,"['Inflammatory', 'Documented', 'Nutritional', 'Induce (action)', 'Inflammation', 'Mental association', 'Cholelithiasis', 'Disease', 'Gerstmann-Straussler-Scheinker Disease', 'Clinical Research', 'Mental association', 'Gerstmann-Straussler-Scheinker Disease']"
158,"['Persons', 'Energy, Physics', 'Solid', 'Solid', 'Air Pollution', 'Associated with', 'Cessation of life', 'Patterns', 'trends qualifier', 'Solid', 'Analyzer, device', 'Estimated', 'Statistical Prevalence', 'physiologic resolution', 'Unequal', 'Progress', 'Healthy Worker Effect', 'Poverty', 'Developing Countries', 'Developing Countries', 'Access']"
159,"['Therapeutic procedure', 'Liver diseases', 'Failed', 'Preceptorship', 'Radiotherapy, Adjuvant', 'Mesenchymal Stem Cells', 'Feces', 'silymarin', 'Traditional origin', 'therapeutic aspects', 'Mesenchymal Stem Cells', 'New', 'Therapeutic procedure', 'Potential', 'Liver Failure', 'Lassa Fever', 'therapeutic aspects']"
160,"['Medical center', 'urban area', 'Los Angeles', 'Diversity', 'initial patient population', 'Clinical Research', 'Genetic', 'Social Determinants of Health', 'Cervical Atlas', 'Community', 'Diversity', 'Biorepository', 'Electronic Health Records', 'Patients']"
