Abstract_ID,CUI,Name,Definition,TUIs,Aliases
161,C0242379,Malignant neoplasm of lung,A primary or metastatic malignant neoplasm involving the lung.,['T191'],"['Cancer of Lung', 'cancer of the lung', 'lungs cancer', 'lung cancers', 'Cancers, Lung']"
161,C0069590,ORALIT,,"['T121', 'T197']","['ORALIT', 'ORS', 'oralit electrolyte solution']"
161,C0079399,Gender,Socially-constructed identity of male or female.,['T032'],"['Gender (observable entity)', 'individual sex', 'gendered', 'sex', 'Gender']"
161,C0086996,Socioeconomic Status,"<p>Code specifying observations or indicators related to socio-economic status used to assess to assess for services, e.g., discharge planning, or to establish eligibility for coverage under a policy or program.</p>",['T080'],"['Socio-economic status', 'Socioeconomic Levels', 'Socioeconomic Status', 'Status, Socioeconomic', 'socio economic status']"
161,C0680330,Waterpipe,A device for smoking herbal substances that filters and cools the smoke by passing it through water.,['T073'],"['Waterpipe', 'bong', 'Water Pipe', 'water pipe', 'pipe water']"
161,C0037369,Smoking,Willful or deliberate act of inhaling and exhaling SMOKE from burning substances or agents held by hand.,['T055'],"['Smoking', 'smoking', 'smokes', 'smokings', 'SMOKING']"
161,C0035647,Risk,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.,['T078'],"['Risk', 'risk of', 'Risk of', 'risks', 'Risk of (contextual qualifier) (qualifier value)']"
161,C0242379,Malignant neoplasm of lung,A primary or metastatic malignant neoplasm involving the lung.,['T191'],"['Cancer of Lung', 'cancer of the lung', 'lungs cancer', 'lung cancers', 'Cancers, Lung']"
161,C1706077,System User -- individual,"An individual who uses a computer, program, network, or related service for work or entertainment.",['T098'],"['Users', 'System User', 'User']"
161,C1707455,Comparison,The examination of two or more people or things in order to detect similarities and differences.,['T052'],"['Comparison', 'Compare', 'Compared']"
161,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
161,C0871261,Response process,"Any act or phenomena, or behavior, constituting a reply or reaction of a living organism or its part to some foregoing stimulus or agent.",['T032'],"['response', 'response, psychological', 'psychological response', 'Response', 'responses']"
161,C1511559,Cumulative,Increasing by successive addition.,['T080'],[]
161,C0035647,Risk,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.,['T078'],"['Risk', 'risk of', 'Risk of', 'risks', 'Risk of (contextual qualifier) (qualifier value)']"
161,C0205250,High,An elevated level or position or degree; greater than normal in degree or intensity or amount.,['T080'],"['High', 'elevate', 'Highly', 'high', 'elevated']"
161,C0149925,Small cell carcinoma of lung,A form of highly malignant lung cancer that is composed of small ovoid cells (SMALL CELL CARCINOMA).,['T191'],"['small cell carcinoma', 'oat cell cancer', 'Oat cell lung cancer', 'Small cell lung carcinoma', 'lung cancer, small cell']"
161,C0019638,Histology,The study of the structure of various TISSUES of organisms on a microscopic level.,['T091'],"['Histology', 'HISTOLOGY:', 'Microanatomy', 'histology', 'histologies']"
161,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
161,C0242379,Malignant neoplasm of lung,A primary or metastatic malignant neoplasm involving the lung.,['T191'],"['Cancer of Lung', 'cancer of the lung', 'lungs cancer', 'lung cancers', 'Cancers, Lung']"
161,C1706077,System User -- individual,"An individual who uses a computer, program, network, or related service for work or entertainment.",['T098'],"['Users', 'System User', 'User']"
161,C0205250,High,An elevated level or position or degree; greater than normal in degree or intensity or amount.,['T080'],"['High', 'elevate', 'Highly', 'high', 'elevated']"
161,C0086287,Females,An individual who reports belonging to the cultural gender role distinction of female.,['T032'],"['Female structure', 'FEMALE SEX', 'Female', 'females', 'Female, NOS']"
161,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
161,C0086582,Males,"A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both.",['T032'],"['Male individual', 'Male structure', 'Male', 'Sex Male', 'Male structure (body structure)']"
161,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
161,C1706077,System User -- individual,"An individual who uses a computer, program, network, or related service for work or entertainment.",['T098'],"['Users', 'System User', 'User']"
161,C0040329,Tobacco,Substances and products derived from NICOTIANA TABACUM.,"['T109', 'T131']","['Products, Tobacco', 'tobacco in any form', 'Tobacco products', 'Tobacco Product', 'Tobacco - substance']"
161,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
161,C0035647,Risk,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.,['T078'],"['Risk', 'risk of', 'Risk of', 'risks', 'Risk of (contextual qualifier) (qualifier value)']"
161,C0242379,Malignant neoplasm of lung,A primary or metastatic malignant neoplasm involving the lung.,['T191'],"['Cancer of Lung', 'cancer of the lung', 'lungs cancer', 'lung cancers', 'Cancers, Lung']"
161,C0205272,Regular,"Customary, usual, or at fixed intervals; conforming to a standard or pattern.",['T080'],"['Regular (qualifier value)', 'Regularity', 'Regular', 'regular']"
161,C1706077,System User -- individual,"An individual who uses a computer, program, network, or related service for work or entertainment.",['T098'],"['Users', 'System User', 'User']"
161,C1707478,Conclusion,A position or opinion or judgment reached after consideration.,['T078'],['Conclusions']
161,C0858970,Carcinogenicity,,['T191'],['carcinogenicity']
161,C0029112,opium,"The air-dried exudate from the unripe seed capsule of the opium poppy, Papaver somniferum, or its variant, P. album. It contains a number of alkaloids, but only a few - MORPHINE; CODEINE; and PAPAVERINE - have clinical significance. Opium has been used as an analgesic, antitussive, antidiarrheal, and antispasmodic.","['T109', 'T121']","['Opium-containing product', 'Product containing opium (medicinal product)', 'Opio', 'Opium', 'OPIUM']"
161,C0004083,Mental association,"A functional relationship between psychological phenomena of such nature that the presence of one tends to evoke the other; also, the process by which such a relationship is established.",['T041'],"['Association', 'mental association', 'Associations', 'association', 'association [mental function]']"
161,C0149925,Small cell carcinoma of lung,A form of highly malignant lung cancer that is composed of small ovoid cells (SMALL CELL CARCINOMA).,['T191'],"['small cell carcinoma', 'oat cell cancer', 'Oat cell lung cancer', 'Small cell lung carcinoma', 'lung cancer, small cell']"
161,C0868928,Case (situation),,['T169'],"['case', 'Case', 'Case - situation', 'Cases', 'Case - situation (qualifier value)']"
161,C0019638,Histology,The study of the structure of various TISSUES of organisms on a microscopic level.,['T091'],"['Histology', 'HISTOLOGY:', 'Microanatomy', 'histology', 'histologies']"
162,C0600653,Indexes,Work providing an analytical subject approach to materials in a field of knowledge.,['T170'],"['Indexing', 'Indexes', 'Index']"
162,C0222660,Cancellous Bone,"A type of osseous tissue which makes up the inner part of bone. It has a spongy, honeycomb-like structure with struts or trabecula and contains the BONE MARROW. It has higher rate of BONE REMODELING turnover than CORTICAL BONE.",['T024'],"['Cancellous Bones', 'Bone, Trabecular', 'trabecular bone', 'substantia spongiosa ossium', 'Bones, Spongy']"
162,C0265246,Townes syndrome,"An autosomal dominant inherited syndrome caused by mutations in the SALL1 gene. Clinical manifestations include imperforate anus, malformations in the ears and hands, hearing loss, and kidney and heart abnormalities.",['T047'],"['REAR syndrome', 'rearing syndrome', 'Imperforate anus-hand, foot and ear anomalies syndrome', 'Sensorineural hearing loss with imperforate anus and hypoplastic thumbs', 'TBS']"
162,C0005938,Bone Density,"The amount of mineral per square centimeter of BONE. This is the definition used in clinical practice. Actual bone density would be expressed in grams per milliliter. It is most frequently measured by X-RAY ABSORPTIOMETRY or TOMOGRAPHY, X RAY COMPUTED. Bone density is an important predictor for OSTEOPOROSIS.",['T201'],"['bone density', 'bone mineral density', 'Bone Density', 'Bone density', 'Mass of bone']"
162,C0332281,Associated with,Joined in some kind of relationship.,['T080'],"['AW', 'associating', 'Associated with (attribute)', 'associated with', 'Associated']"
162,C1883073,Electromagnetic Spectrum,A charted band of wavelengths of electromagnetic vibrations.,['T081'],"['Spectral', 'Spectrum', 'Electromagnetic Spectrum']"
162,C0015259,Exercise,Physical activity which is usually regular and done with the intention of improving or maintaining PHYSICAL FITNESS or HEALTH. Contrast with PHYSICAL EXERTION which is concerned largely with the physiologic and metabolic response to energy expenditure.,['T056'],"['Exercise (observable entity)', 'Physical Activity', 'physical conditioning', 'Exercises', 'Activities, Physical']"
162,C0042890,Vitamins,"Organic substances that are required in small amounts for maintenance and growth, but which cannot be manufactured by the human body.","['T109', 'T121', 'T127']","['Vitamin', 'Vitamin, NOS', 'VITAMINS', 'VITAMIN PREPARATIONS', 'Vitamin Preparations']"
162,C0023884,Liver,"A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.",['T023'],"['Liver structure', 'livers', 'Livers', 'Hepar', 'LIVER']"
162,C0014442,Enzymes,"Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified.","['T116', 'T126']","['Enzymes (see also Inborn errors metabolism lysosomal)', 'Biocatalyst', 'Substance with enzyme mechanism of action (substance)', 'Enzymes', 'Enzyme']"
162,C0205474,Biochemical,Of or relating to biochemistry; involving chemical processes in living organisms.,['T169'],"['Biochemical (qualifier value)', 'biochemical', 'Biochemical']"
162,C0242485,Measurement,Annotation used to indicate the size or magnitude of something that was determined by comparison to a standard.,['T169'],"['measurement in general', 'Measurement technique', 'Measurement procedure', 'Measurement technique (qualifier value)', 'measurement']"
162,C0004936,Mental disorders,"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.",['T048'],"['Unspecified Mental Disorder', 'mental health disorder', 'dysfunctions mental', 'Psychiatric disorder', 'PSYCHIATRIC DISORDERS']"
162,C0332306,Quality,An essential and distinguishing attribute of something or someone; a degree or grade of excellence or worth.,['T080'],"['Quality (attribute)', 'Quality']"
162,C0376558,Life,"The state that distinguishes organisms from inorganic matter, manifested by growth, metabolism, reproduction, and adaptation. It includes the course of existence, the sum of experiences, the mode of existing, or the fact of being. Over the centuries inquiries into the nature of life have crossed the boundaries from philosophy to biology, forensic medicine, anthropology, etc., in creative as well as scientific literature. (Random House Unabridged Dictionary, 2d ed; Dr. James H. Cassedy, NLM History of Medicine Division)",['T078'],"['Life', 'life']"
162,C1257900,Colicin Plasmids,Plasmids encoding COLICINS.,"['T114', 'T123']","['Colicin Plasmid', 'Plasmid, Colicin', 'Col Factors', 'Plasmids, Colicin', 'Colicin Factor']"
162,C0265246,Townes syndrome,"An autosomal dominant inherited syndrome caused by mutations in the SALL1 gene. Clinical manifestations include imperforate anus, malformations in the ears and hands, hearing loss, and kidney and heart abnormalities.",['T047'],"['REAR syndrome', 'rearing syndrome', 'Imperforate anus-hand, foot and ear anomalies syndrome', 'Sensorineural hearing loss with imperforate anus and hypoplastic thumbs', 'TBS']"
162,C0339510,Vitelliform Macular Dystrophy,"Autosomal dominant hereditary maculopathy with childhood-onset accumulation of LIPOFUSION in RETINAL PIGMENT EPITHELIUM. Affected individuals develop progressive central acuity loss, and distorted vision (METAMORPHOPSIA). It is associated with mutations in bestrophin, a chloride channel.",['T047'],"['Macular Degeneration, Polymorphic Vitelline', 'Dystrophy, Vitelliform Macular', 'Disease, Best', 'Juvenile-onset vitelliform macular dystrophy', 'BVMD']"
162,C0150098,Data Set,A collection of related data records.,['T170'],"['data sets', 'Dataset', 'DATA SET', 'data set', 'Data Set']"
163,C4704689,Syndemic,Synergistically-interacting health conditions producing excess disease occurrence in a population.,['T078'],['Syndemics']
163,C0018626,Hazardous Substances,"Elements, compounds, mixtures, or solutions that are considered severely harmful to human health and the environment. They include substances that are toxic, corrosive, flammable, or explosive.",['T131'],"['hazardous substance', 'Substance, Hazardous', 'Hazardous Material', 'Material, Hazardous', 'Hazardous Substance']"
163,C0001948,Alcohol consumption,"Behaviors associated with the ingesting of ALCOHOLIC BEVERAGES, including social drinking.",['T055'],"['Alcohol Consumption', 'drinking', 'Drinking', 'Alcohol Intake', 'Drinking Habit, Alcohol']"
163,C0242402,Opioids,"A class of synthetic chemicals/drugs similar to opiates (opium derivatives) with analgesic properties. Due to binding to opiate receptors, opioids mimic opiate activity on neurons, various cells (i.e. lymphocytes), pain suppression and other neurobehavioral activity. (NCI)","['T109', 'T121', 'T131']","['Opioid', 'Opioids', 'Opioid receptor agonist', 'opiate agonist', 'opioids in any form']"
163,C0028754,Obesity,"A status with BODY WEIGHT that is grossly above the recommended standards, usually due to accumulation of excess FATS in the body. The standards may vary with age, sex, genetic or cultural background. In the BODY MASS INDEX, a BMI greater than 30.0 kg/m2 is considered obese, and a BMI greater than 40.0 kg/m2 is considered morbidly obese (MORBID OBESITY).",['T047'],"['Having too much body fat', 'Obesities', 'Obese', 'adiposity', 'Adiposity']"
163,C0392747,Changing,The act of alteration or modification; changed or altered in form or character.,['T169'],"['changing', 'altered', 'Altered (qualifier value)', 'change', 'Modification']"
163,C0023895,Liver diseases,Pathological processes of the LIVER.,['T047'],"['HEPATIC DISEASE', 'Liver diseases', 'LD - Liver disease', 'Hepatic disease', 'DISEASES OF THE LIVER']"
163,C0014507,Epidemiology,"Field concerned with the determination of causes, incidence, and characteristic behavior of disease outbreaks affecting human populations. It includes the interrelationships of host, agent, and environment as related to the distribution and control of disease.",['T091'],"['Epidemiology', 'epidemiology (field)', 'Epidemiologic', 'Epidemiological', 'epidemiology']"
163,C0436331,Symptom aggravating factors,"<p>**Description:**The source act is aggravated by the target act. (Example ""chest pain"" EXACBY ""exercise"")</p>",['T033'],"['aggravating factor', 'Symptom aggravating factors', 'Aggravating Factor', 'exacerbated by', 'aggravating factors']"
163,C1171307,health disparity,A health difference that adversely affects disadvantaged populations.,['T033'],"['Health Disparity', 'disparities health', 'Health Disparities', 'disparity health', 'health disparity']"
163,C1171307,health disparity,A health difference that adversely affects disadvantaged populations.,['T033'],"['Health Disparity', 'disparities health', 'Health Disparities', 'disparity health', 'health disparity']"
163,C0012613,Disadvantaged Populations,,['T098'],"['Population, Disadvantaged', 'Disadvantaged Population', 'underprivileged', 'disadvantaged']"
163,C0032659,geographic population,The total number of individuals inhabiting a particular region or area.,['T081'],"['population', 'Population (social concept)', 'populations', 'Populations', 'Population']"
163,C0023693,Light,"That portion of the electromagnetic spectrum in the visible, ultraviolet, and infrared range.",['T070'],"['light', 'lights', 'lighting', 'Photoradiation', 'Light']"
163,C1171307,health disparity,A health difference that adversely affects disadvantaged populations.,['T033'],"['Health Disparity', 'disparities health', 'Health Disparities', 'disparity health', 'health disparity']"
163,C0449416,Source,Where something is available or from where it originates.,['T033'],"['Source', 'sources', 'source', 'Source (attribute)']"
163,C0686907,Consequence of,The result of an action.,['T169'],"['Consequence of (contextual qualifier)', 'Consequence of', 'consequences', 'consequence of', 'consequence']"
163,C0341439,Chronic liver disease,"Hepatic necrosis, inflammation, or scarring due to any cause that persists for more than 6 months. Manifestations may include signs and symptoms of cholestasis, portal hypertension, and/or abnormal liver function tests.",['T047'],"['Chronic hepatopathy', 'Chronic Liver Disease', 'liver disease chronic', 'HEPATIC: CHRONIC', 'chronic hepatic']"
163,C1272745,Improving (qualifier value),,['T080'],"['Improving (qualifier value)', 'Improving', 'improving']"
163,C0018684,Health,The state of the organism when it functions optimally without evidence of disease.,['T078'],"['Health', 'Health (qualifier value)', 'health', 'wellness', 'Well-being']"
163,C0086749,Outcome Measures,"<p>**Description:**Operational activities conducted for the purposes of assessing the results of an activity, product, or service</p>",['T081'],"['measure outcomes', 'measures outcome', 'Measures, Outcome', 'outcome measures', 'outcome measure']"
163,C0205217,Increased,,['T081'],"['Increases', 'increased', 'Increased by', 'augmented', 'augment']"
163,C0001956,Alcohol Use Disorder,"<h3>What is alcohol use disorder (AUD)?</h3> <p>For most adults, moderate <a href=""https://medlineplus.gov/alcohol.html"">alcohol</a> use is probably not harmful. However, about 18 million adult Americans have an alcohol use disorder (AUD). This means that their drinking causes distress and harm. AUD can range from mild to severe, depending on the symptoms. Severe AUD is sometimes called alcoholism or alcohol dependence.</p> <p>AUD is a disease that causes</p> <ul> <li>Craving - a strong need to drink</li> <li>Loss of control - not being able to stop drinking once you've started</li> <li>Negative emotional state - feeling anxious and irritable when you are not drinking</li> </ul> <h3>What is binge drinking?</h3> <p>Binge drinking is drinking so much at once that your blood alcohol concentration (BAC) level is 0.08% or more. For a man, this usually happens after having 5 or more drinks within a few hours. For a woman, it is after about 4 or more drinks within a few hours. Not everyone who binge drinks has an AUD, but they are at higher risk for getting one.</p> <h3>What are the dangers of too much alcohol?</h3> <p>Too much alcohol is dangerous. Heavy drinking can increase the risk of certain cancers. It may lead to <a href=""https://medlineplus.gov/liverdiseases.html"">liver diseases</a>, such as <a href=""https://medlineplus.gov/fattyliverdisease.html"">fatty liver disease</a> and <a href=""https://medlineplus.gov/cirrhosis.html"">cirrhosis</a>. It can also cause damage to the brain and other organs. Drinking during pregnancy can <a href=""https://medlineplus.gov/fetalalcoholspectrumdisorders.html"">harm your baby</a>. Alcohol also increases the risk of death from car crashes, injuries, homicide, and suicide.</p> <h3>How do I know if I have an alcohol use disorder (AUD)?</h3> <p>You may have an AUD if you can answer yes to two or more of these questions:</p> <p>In the past year, have you</p> <ul> <li>Ended up drinking more or for a longer time than you had planned to?</li> <li>Wanted to cut down or stop drinking, or tried to, but couldn't?</li> <li>Spent a lot of your time drinking or recovering from drinking?</li> <li>Felt a strong need to drink?</li> <li>Found that drinking - or being sick from drinking - often interfered with your family life, job, or school?</li> <li>Kept drinking even though it was causing trouble with your family or friends?</li> <li>Given up or cut back on activities that you enjoyed just so you could drink?</li> <li>Gotten into dangerous situations while drinking or after drinking? Some examples are driving drunk and having unsafe sex.</li> <li>Kept drinking even though it was making you feel depressed or anxious? Or when it was adding to another health problem?</li> <li>Had to drink more and more to feel the effects of the alcohol?</li> <li>Had withdrawal symptoms when the alcohol was wearing off? They include trouble sleeping, shakiness, irritability, <a href=""https://medlineplus.gov/anxiety.html"">anxiety</a>, <a href=""https://medlineplus.gov/depression.html"">depression</a>, restlessness, <a href=""https://medlineplus.gov/nauseaandvomiting.html"">nausea</a>, and <a href=""https://medlineplus.gov/sweat.html"">sweating</a>. In severe cases, you could have a <a href=""https://medlineplus.gov/fever.html"">fever</a>, <a href=""https://medlineplus.gov/seizures.html"">seizures</a>, or hallucinations.</li> </ul> <p>If you have any of these symptoms, your drinking may already be a cause for concern. The more symptoms you have, the more serious the problem is.</p> <h3>What should I do if I think that I might have an alcohol use disorder (AUD)?</h3> <p>If you think you might have an AUD, see your health care provider for an evaluation. Your provider can help make a <a href=""https://medlineplus.gov/alcoholusedisorderaudtreatment.html"">treatment plan</a>, prescribe medicines, and if needed, give you treatment referrals.</p> <p class="""">NIH: National Institute on Alcohol Abuse and Alcoholism</p>",['T048'],"['Alcohol Use Disorder (AUD)', 'Alcohol Use Disorders', 'Alcohol use disorder', 'alcohol use disorder', 'alcohol use disorders']"
163,C0043210,Woman,"Human females as cultural, psychological, sociological, political, and economic entities.",['T098'],"['Human Females', 'Girls', 'woman', 'adult female?', 'Woman']"
163,C0026192,Minority Groups,"A subgroup having special characteristics within a larger group, often bound together by special ties which distinguish it from the larger group.",['T098'],"['Group, Minority', 'Minority Groups', 'minority group', 'Ethnic and Racial Minorities', 'minorities']"
163,C0032854,Poverty,"A situation in which the level of living of an individual, family, or group is below the standard of the community. It is often related to a specific income level.",['T102'],"['Poverty', 'Financially poor (finding)', 'poor', 'Economic deprivation', 'Poor']"
163,C0449255,Context,The universe of discourse that surrounds a language unit and helps to determine its interpretation.,['T078'],"['Context', 'contexts', 'Context (attribute)', 'context']"
163,C0442808,Increasing (qualifier value),,['T169'],"['increasing', 'Increasing (qualifier value)', 'Increasing']"
163,C0023896,Alcoholic Liver Diseases,"Liver diseases associated with ALCOHOLISM. It usually refers to the coexistence of two or more subentities, i.e., ALCOHOLIC FATTY LIVER; ALCOHOLIC HEPATITIS; and ALCOHOLIC CIRRHOSIS.",['T047'],"['Alcoholic Liver Diseases', 'Alcoholic Liver Disease', 'alcoholic disease liver', 'ALCOHOLIC LIVER DISEASE', 'Liver Diseases, Alcoholic']"
163,C0400966,Non-alcoholic Fatty Liver Disease,A term referring to fatty replacement of the hepatic parenchyma which is not related to alcohol use.,['T047'],"['Nonalcoholic fatty liver disease', 'Fatty Liver, Nonalcoholic', 'non-alcoholic fatty liver', 'Non-alcoholic fatty liver (disorder)', 'Fatty Livers, Nonalcoholic']"
163,C0016059,Fibrosis,"Any pathological condition where fibrous connective tissue invades any organ, usually as a consequence of inflammation or other injury.",['T046'],"['Desmoplasia', 'Fibrous replacement', 'Fibrosis (qualifier value)', 'desmoplasia', 'FIBROSIS']"
163,C5441846,Hispanic or Latino,"A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race. The term, ""Spanish origin"" can be used in addition to ""Hispanic or Latino"". (OMB)",['T098'],"['Hispanic or Latinos', 'Hispanic', 'Latino Population', 'SPANISH', 'spanish']"
163,C0043210,Woman,"Human females as cultural, psychological, sociological, political, and economic entities.",['T098'],"['Human Females', 'Girls', 'woman', 'adult female?', 'Woman']"
163,C0001779,Age,How long something has existed; elapsed time since birth.,['T032'],"['Postnatal Age', 'Age (qualifier value)', 'Has age', 'Postnatal age', 'age']"
163,C0027361,Persons,"Persons as individuals (e.g., ABORTION APPLICANTS) or as members of a group (e.g., HISPANIC AMERICANS). It is not used for members of the various professions (e.g., PHYSICIANS) or occupations (e.g., LIBRARIANS) for which OCCUPATIONAL GROUPS is available.",['T098'],"['people', 'Persons', 'peoples', 'Person', 'Person (person)']"
163,C3494174,Food Insecurity,Limited or uncertain availability of nutritionally adequate and safe foods or limited or uncertain ability to acquire acceptable foods in safe and socially acceptable ways.,['T033'],"['Food Insecurities', 'Food insecurity', 'Food insecurity (finding)', 'Insecurities, Food', 'Food Insecurity']"
163,C0444454,Access,"The right to obtain or make use of or take advantage of something (as services or membership); the right to enter. Also, an act or means of approaching.",['T082'],"['accesses', 'accessed', 'access', 'accessing', 'Access']"
163,C0019159,Hepatitis A,"INFLAMMATION of the LIVER in humans caused by a member of the HEPATOVIRUS genus, HUMAN HEPATITIS A VIRUS. It can be transmitted through fecal contamination of food or water.",['T047'],"['HEPATITIS A', 'a hepatitis', 'Hepatitis, Infectious', 'Infectious Hepatitides', 'HEPATITIS, INFECTIOUS']"
163,C1879763,Average Linkage Cluster Analysis,A clustering method that determines the mean distance between all possible inter- or intra-cluster pairs.,['T062'],"['Average Linkage', 'Average Linkage Clustering']"
163,C0039798,therapeutic aspects,"Used with diseases for therapeutic interventions except drug therapy, diet therapy, radiotherapy, and surgery, for which specific subheadings exist. The concept is also used for articles and books dealing with multiple therapies.",['T169'],"['treatment', 'therapy', 'disease management']"
163,C2984009,Suboptimal,Being below an optimal level or standard.,['T080'],[]
163,C0026192,Minority Groups,"A subgroup having special characteristics within a larger group, often bound together by special ties which distinguish it from the larger group.",['T098'],"['Group, Minority', 'Minority Groups', 'minority group', 'Ethnic and Racial Minorities', 'minorities']"
163,C0027361,Persons,"Persons as individuals (e.g., ABORTION APPLICANTS) or as members of a group (e.g., HISPANIC AMERICANS). It is not used for members of the various professions (e.g., PHYSICIANS) or occupations (e.g., LIBRARIANS) for which OCCUPATIONAL GROUPS is available.",['T098'],"['people', 'Persons', 'peoples', 'Person', 'Person (person)']"
163,C0087134,Uninsured,,['T098'],"['without medical insurance', 'uninsured']"
163,C0026565,Mortality Vital Statistics,All deaths reported in a given population.,['T081'],"['Death rate', 'mortality rate', 'Mortality', 'Mortality rate', 'death rate']"
163,C0011900,Diagnosis,"The determination of the nature of a disease or condition, or the distinguishing of one disease or condition from another. Assessment may be made through physical examination, laboratory tests, or the likes. Computerized programs may be used to enhance the decision-making process.",['T060'],"['diagnosing', 'Diagnosis (observable entity)', 'Diagnostic', 'diagnosis', 'diagnoses']"
163,C0280604,altretamine/cisplatin/cyclophosphamide protocol,,['T061'],"['CDDP/CTX/HMM', 'Altretamine/Cisplatin/Cyclophosphamide', 'altretamine/cisplatin/cyclophosphamide', 'CHD', 'HCC']"
163,C1511726,Data,"A collection or single item of factual information, derived from measurement or research, from which conclusions may be drawn.",['T078'],"['Data', 'Data Point', 'Datum']"
163,C0599755,Cohort,"A group of individuals, identified by a common characteristic.",['T098'],"['cohorts', 'cohort', 'Cohort', 'cohorting', 'cohorted']"
163,C0004364,Autoimmune Diseases,Disorders that are characterized by the production of antibodies that react with host tissues or immune effector cells that are autoreactive to endogenous peptides.,['T047'],"['AUTOIMMUNE DISORDER NOS', 'autoimmunities', 'Autoimmune Disease', 'Autoimmune Disorder', 'autoimmunity']"
163,C0332268,Lacking,,['T080'],"['Lacking (qualifier value)', 'lack', 'lacks', 'lacking', 'Lacking']"
163,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
163,C0205374,Transitory,Not permanent; not lasting; lacking continuity or regularity.,['T079'],"['Transitory', 'transient', 'Transitory (qualifier value)', 'Transient', 'Temporary']"
163,C0014507,Epidemiology,"Field concerned with the determination of causes, incidence, and characteristic behavior of disease outbreaks affecting human populations. It includes the interrelationships of host, agent, and environment as related to the distribution and control of disease.",['T091'],"['Epidemiology', 'epidemiology (field)', 'Epidemiologic', 'Epidemiological', 'epidemiology']"
163,C0282443,Review [Publication Type],"An article or book published after examination of published material on a subject. It may be comprehensive to various degrees and the time range of material scrutinized may be broad or narrow, but the reviews most often desired are reviews of the current literature. The textual material examined may be equally broad and can encompass, in medicine specifically, clinical material as well as experimental research or case reports. State-of-the-art reviews tend to address more current matters. A review of the literature must be differentiated from HISTORICAL ARTICLE on the same subject, but a review of historical literature is also within the scope of this publication type.",['T170'],"['reviews', 'reviewing', 'review', 'Review', 'reviewed']"
163,C0079399,Gender,Socially-constructed identity of male or female.,['T032'],"['Gender (observable entity)', 'individual sex', 'gendered', 'sex', 'Gender']"
163,C0748878,socioeconomic,,['T077'],[]
163,C0042791,Vision Disparity,The difference between two images on the retina when looking at a visual stimulus. This occurs since the two retinas do not have the same view of the stimulus because of the location of our eyes. Thus the left eye does not get exactly the same view as the right eye.,['T081'],"['Ocular Parallax', 'Disparities, Binocular', 'Fixation Disparity', 'Binocular Disparities', 'retinal disparity']"
163,C0341439,Chronic liver disease,"Hepatic necrosis, inflammation, or scarring due to any cause that persists for more than 6 months. Manifestations may include signs and symptoms of cholestasis, portal hypertension, and/or abnormal liver function tests.",['T047'],"['Chronic hepatopathy', 'Chronic Liver Disease', 'liver disease chronic', 'HEPATIC: CHRONIC', 'chronic hepatic']"
163,C3658315,Social Determinants of Health,"The circumstances in which people are born, grow up, live, work, and age, as well as the systems put in place to deal with illness. These circumstances are in turn shaped by a wider set of forces: economics, social policies, and politics (http://www.cdc.gov/socialdeterminants/).",['T033'],"['Social Determinants of Health', 'Health Social Determinant', 'Health Social Determinants', 'SDOH', 'SDoH']"
